"alpha3","country","date","cases","new_cases","deaths","population","casesPer100k","deathsPer100k","Income group","Continent","Region"
"CHN","Mainland China",2020-02-05,27409,3729,562,1439324000,1.9,0,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-05,12,2,0,32366000,0,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-05,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-05,2,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-05,19,3,0,51269000,0,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-05,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-05,28,4,0,5850000,0.5,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-05,1,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-05,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-05,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-05,11,0,0,23817000,0,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-05,25,0,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-05,9,1,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-05,5,0,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-05,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-05,8,0,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-06,14,1,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-06,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-06,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-06,5,0,0,37742000,0,0,"High income","North America","Northern America"
"FIN","Finland",2020-02-06,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-06,6,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-06,12,0,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-06,24,3,1,7497000,0.3,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-06,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-06,2,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-06,23,0,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-06,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-06,30553,3144,632,1439324000,2.1,0,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-06,12,0,0,32366000,0,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-06,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-06,2,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-06,23,4,0,51269000,0,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-06,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-06,28,0,0,5850000,0.5,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-06,1,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-06,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-06,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-06,16,5,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-06,25,0,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-06,9,0,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-06,5,0,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-06,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-06,10,2,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-07,15,1,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-07,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-07,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-07,7,2,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-07,61,61,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-07,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-07,6,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-07,13,1,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-07,25,1,1,7497000,0.3,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-07,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-07,3,1,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-07,23,0,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-07,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-07,34075,3522,717,1439324000,2.4,0,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-07,12,0,0,32366000,0,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-07,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-07,3,1,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-07,24,1,0,51269000,0,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-07,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-07,30,2,0,5850000,0.5,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-07,1,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-07,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-07,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-07,16,0,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-07,25,0,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-07,9,0,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-07,5,0,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-07,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-07,10,0,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-08,15,0,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-08,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-08,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-08,7,0,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-08,61,0,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-08,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-08,11,5,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-08,13,0,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-08,26,1,1,7497000,0.3,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-08,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-08,3,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-08,24,1,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-08,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-08,36778,2703,804,1439324000,2.6,0.1,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-08,16,4,0,32366000,0,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-08,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-08,3,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-08,24,0,0,51269000,0,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-08,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-08,33,3,0,5850000,0.6,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-08,1,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-08,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-08,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-08,17,1,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-08,32,7,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-08,13,4,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-08,7,2,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-08,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-08,13,3,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-09,15,0,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-09,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-09,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-09,7,0,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-09,64,3,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-09,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-09,11,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-09,14,1,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-09,29,3,1,7497000,0.4,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-09,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-09,3,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-09,24,0,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-09,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-09,39790,3012,904,1439324000,2.8,0.1,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-09,16,0,0,32366000,0,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-09,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-09,3,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-09,25,1,0,51269000,0,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-09,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-09,40,7,0,5850000,0.7,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-09,2,1,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-09,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-09,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-09,18,1,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-09,32,0,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-09,14,1,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-09,7,0,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-09,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-09,13,0,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-10,15,0,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-10,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-10,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-10,7,0,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-10,135,71,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-10,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-10,11,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-10,14,0,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-10,38,9,1,7497000,0.5,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-10,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-10,3,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-10,26,2,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-10,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-10,42306,2516,1011,1439324000,2.9,0.1,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-10,18,2,0,32366000,0.1,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-10,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-10,3,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-10,27,2,0,51269000,0.1,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-10,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-10,45,5,0,5850000,0.8,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-10,2,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-10,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-10,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-10,18,0,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-10,32,0,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-10,14,0,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-10,8,1,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-10,11,0,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-10,14,1,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-11,15,0,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-11,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-11,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-11,7,0,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-11,135,0,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-11,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-11,11,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-11,16,2,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-11,49,11,1,7497000,0.7,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-11,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-11,3,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-11,27,1,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-11,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-11,44327,2021,1111,1439324000,3.1,0.1,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-11,18,0,0,32366000,0.1,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-11,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-11,3,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-11,28,1,0,51269000,0.1,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-11,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-11,47,2,0,5850000,0.8,0,"High income","Asia","South-eastern Asia"
"ESP","Spain",2020-02-11,2,0,0,46755000,0,0,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-02-11,1,0,0,21413000,0,0,"Upper middle income","Asia","Southern Asia"
"SWE","Sweden",2020-02-11,1,0,0,10099000,0,0,"High income","Europe","Northern Europe"
"TWN","Taiwan",2020-02-11,18,0,0,23817000,0.1,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-02-11,33,1,0,69800000,0,0,"Upper middle income","Asia","South-eastern Asia"
"GBR","UK",2020-02-11,15,1,0,67886000,0,0,"High income","Europe","Northern Europe"
"ARE","United Arab Emirates",2020-02-11,8,0,0,9890000,0.1,0,"High income","Asia","Western Asia"
"USA","USA",2020-02-11,12,1,0,331003000,0,0,"High income","North America","Northern America"
"VNM","Vietnam",2020-02-11,15,1,0,97339000,0,0,"Lower middle income","Asia","South-eastern Asia"
"AUS","Australia",2020-02-12,15,0,0,25500000,0.1,0,"High income","Oceania","Australia and New Zealand"
"BEL","Belgium",2020-02-12,1,0,0,11590000,0,0,"High income","Europe","Western Europe"
"KHM","Cambodia",2020-02-12,1,0,0,16719000,0,0,"Lower middle income","Asia","South-eastern Asia"
"CAN","Canada",2020-02-12,7,0,0,37742000,0,0,"High income","North America","Northern America"
NA,"Diamond Princess Cruise Ship",2020-02-12,175,40,0,NA,NA,NA,NA,NA,NA
"FIN","Finland",2020-02-12,1,0,0,5541000,0,0,"High income","Europe","Northern Europe"
"FRA","France",2020-02-12,11,0,0,65274000,0,0,"High income","Europe","Western Europe"
"DEU","Germany",2020-02-12,16,0,0,83784000,0,0,"High income","Europe","Western Europe"
"HKG","Hong Kong",2020-02-12,50,1,1,7497000,0.7,0,"High income","Asia","Eastern Asia"
"IND","India",2020-02-12,3,0,0,1380004000,0,0,"Lower middle income","Asia","Southern Asia"
"ITA","Italy",2020-02-12,3,0,0,60462000,0,0,"High income","Europe","Southern Europe"
"JPN","Japan",2020-02-12,28,1,0,126476000,0,0,"High income","Asia","Eastern Asia"
"MAC","Macao",2020-02-12,10,0,0,649000,1.5,0,"High income","Asia","Eastern Asia"
"CHN","Mainland China",2020-02-12,44699,372,1116,1439324000,3.1,0.1,"Upper middle income","Asia","Eastern Asia"
"MYS","Malaysia",2020-02-12,18,0,0,32366000,0.1,0,"Upper middle income","Asia","South-eastern Asia"
"NPL","Nepal",2020-02-12,1,0,0,29137000,0,0,"Low income","Asia","Southern Asia"
"PHL","Philippines",2020-02-12,3,0,1,109581000,0,0,"Lower middle income","Asia","South-eastern Asia"
"KOR","Republic of Korea",2020-02-12,28,0,0,51269000,0.1,0,"High income","Asia","Eastern Asia"
"RUS","Russia",2020-02-12,2,0,0,145934000,0,0,"Upper middle income","Europe","Eastern Europe"
"SGP","Singapore",2020-02-12,50,3,0,5850000,0.9,0,"High income","Asia","South-eastern Asia"
